Policy Number,Age Band,Years of Driving Experience,Number of Vehicles,Gender,Married,Vehicle Age,Losses,Premium payment
171371,B,7,2,F,Married,8,301,0
173747,B,8,2,F,Married,9,281,0
181025,C,43,2,F,Single,7,343,0
193285,B,36,2,M,Married,12,197,0
145953,B,6,2,M,Married,3,681,1
145073,C,48,2,M,Single,3,762,1
137172,B,7,2,F,Married,6,335,0
101374,B,25,2,F,Married,10,334,0
105127,A,0,2,F,Single,1,735,1
150270,B,33,2,M,Married,0,448,0
125215,B,37,2,M,Single,6,350,0
155250,B,8,2,F,Single,3,691,1
153914,B,38,2,M,Married,15,342,0
104772,A,1,2,M,Single,13,518,1
199174,A,6,2,M,Single,14,778,1
122545,C,41,2,F,Single,3,234,0
107254,A,0,2,M,Single,12,633,1
163489,B,23,2,F,Married,4,415,0
128414,C,45,2,F,Single,8,229,0
139147,A,5,2,F,Single,11,346,0
128135,B,29,2,M,Married,10,353,0
193990,B,38,2,M,Single,7,465,0
133861,B,14,2,F,Single,1,899,1
173441,B,22,2,M,Single,1,469,0
158623,B,38,2,M,Married,10,361,0
164085,C,42,2,M,Single,9,273,0
154574,B,8,2,M,Single,10,506,1
133065,B,8,2,M,Single,1,758,1
113024,A,0,2,F,Married,6,274,0
117920,B,29,2,M,Married,10,367,0
140137,C,45,2,M,Single,0,770,1
185248,C,44,2,M,Single,15,176,0
168274,A,0,2,M,Single,10,766,1
110704,A,0,2,F,Single,8,675,1
107709,A,7,2,M,Married,4,839,1
179728,B,13,2,M,Single,9,436,0
172810,A,8,2,M,Married,15,269,0
188172,A,6,2,F,Single,14,403,0
136603,A,4,2,F,Single,12,279,0
179725,B,39,2,M,Single,12,412,0
114528,B,32,2,M,Single,5,917,1
181743,A,1,2,M,Married,13,434,0
164893,A,0,2,M,Single,12,837,1
158707,A,3,2,F,Single,12,410,0
199665,A,5,2,M,Single,15,296,0
167409,C,51,2,M,Married,6,123,0
187382,C,44,2,M,Single,4,592,1
109235,B,17,2,F,Single,7,446,0
123853,B,15,2,M,Single,1,609,1
192198,C,48,2,F,Married,7,30,0
103675,A,3,2,F,Single,11,531,1
157863,C,53,2,M,Single,6,115,0
163315,C,50,2,F,Single,15,45,0
137795,A,5,2,F,Single,12,367,0
153728,A,2,2,F,Single,11,298,0
175027,B,30,2,F,Married,1,443,0
190163,B,12,2,M,Married,8,444,0
124306,B,31,2,F,Married,14,151,0
174920,A,1,2,M,Married,11,179,0
132403,B,8,2,M,Married,0,652,1
133134,A,4,2,F,Married,10,470,0
176287,C,46,2,F,Single,13,134,0
153590,B,36,2,F,Single,10,376,0
114783,C,47,2,M,Single,0,90,0
195099,A,7,2,M,Married,15,270,0
147780,B,14,2,M,Married,5,730,1
191767,C,49,2,M,Single,0,139,0
131453,B,23,2,F,Single,6,443,0
181023,B,19,2,F,Single,8,410,0
182149,C,49,2,M,Married,2,321,0
177563,C,46,2,F,Married,10,191,0
145578,A,1,2,F,Married,9,444,0
106529,C,48,2,F,Single,0,77,0
111562,C,48,2,M,Married,12,74,0
187862,B,21,2,F,Single,10,412,0
132184,B,30,2,M,Single,7,471,0
198860,C,42,2,M,Single,10,199,0
106602,B,29,2,M,Single,10,451,0
134841,C,52,2,F,Single,12,88,0
128214,C,49,2,F,Married,3,447,0
191525,B,36,2,M,Married,12,265,0
176393,C,39,2,F,Single,1,170,0
173354,A,0,2,F,Single,15,472,0
139838,A,8,2,F,Married,15,328,0
176413,B,27,2,F,Single,11,198,0
187364,A,0,2,F,Single,15,345,0
177610,B,9,2,F,Married,15,207,0
146752,C,44,2,F,Married,5,213,0
136007,A,8,2,M,Married,1,972,1
150125,B,28,2,F,Single,9,396,0
148054,C,48,2,F,Married,14,86,0
133053,A,6,2,M,Single,10,1137,1
127185,B,17,2,M,Married,4,432,0
115671,B,14,2,M,Married,13,381,0
117230,A,7,2,F,Married,11,288,0
125019,B,8,2,F,Single,12,144,0
154128,A,1,2,F,Married,12,396,0
186767,B,10,2,F,Single,7,417,0
173632,B,17,2,F,Single,12,377,0
124820,A,0,2,M,Married,12,391,0
150319,A,0,2,M,Married,11,432,0
167980,B,25,2,M,Single,2,595,1
188340,A,2,2,M,Single,8,737,1
163041,B,22,2,F,Married,14,164,0
158622,B,32,2,F,Single,15,192,0
195939,A,4,2,M,Married,12,296,0
191565,A,3,2,M,Single,10,592,1
134294,C,44,2,M,Married,6,34,0
128390,A,3,2,F,Married,12,191,0
189874,B,13,2,M,Married,7,332,0
182186,B,29,2,M,Married,1,627,1
191795,B,29,2,F,Married,3,399,0
132688,A,0,2,M,Married,8,570,1
168145,B,13,2,M,Married,11,299,0
119820,C,44,2,F,Married,3,485,0
195928,A,6,2,F,Single,0,1096,1
148886,A,5,2,M,Married,12,278,0
127388,C,49,2,M,Single,14,36,0
177730,B,32,2,F,Married,0,486,0
172118,B,8,2,F,Married,15,228,0
143938,C,47,2,F,Single,6,333,0
141578,B,32,2,F,Single,15,207,0
183729,C,41,2,M,Married,14,106,0
196029,B,33,2,F,Single,6,420,0
133213,B,31,2,M,Married,9,342,0
185581,B,38,2,M,Single,2,813,1
168901,B,12,2,F,Married,6,329,0
107638,C,43,2,F,Single,9,47,0
115764,C,45,2,F,Single,7,304,0
142834,A,0,2,F,Married,11,299,0
127270,A,2,2,M,Married,11,215,0
171215,A,6,2,F,Single,12,424,0
156885,B,12,2,M,Single,11,348,0
154855,B,32,2,M,Single,8,463,0
147477,B,38,2,F,Single,7,442,0
117037,B,38,2,M,Married,5,507,1
164812,B,32,2,M,Married,8,366,0
171283,C,49,2,F,Married,15,58,0
147230,C,48,2,M,Married,4,77,0
116510,B,28,2,F,Married,12,244,0
172127,B,31,2,F,Married,7,345,0
101787,B,24,2,F,Single,5,540,1
197533,C,52,2,F,Single,5,281,0
196191,B,25,2,F,Single,15,293,0
119238,C,39,2,F,Married,10,32,0
114899,B,31,2,M,Single,6,552,1
111460,A,0,2,F,Married,15,398,0
160947,B,16,2,F,Married,5,350,0
177787,A,8,2,F,Married,12,326,0
116697,C,50,2,F,Married,2,387,0
177652,B,37,2,F,Married,0,612,1
164800,C,53,2,M,Married,8,158,0
176289,B,13,2,M,Single,6,465,0
166581,C,41,2,M,Married,5,76,0
105242,C,44,2,M,Married,8,38,0
105716,B,15,2,F,Married,14,223,0
108971,C,46,2,F,Married,0,161,0
165655,C,43,2,M,Married,0,123,0
162354,A,0,2,F,Married,11,256,0
149644,B,32,2,F,Married,11,165,0
174582,A,0,2,M,Single,7,927,1
192044,B,22,2,F,Single,10,363,0
195553,B,16,2,M,Married,8,350,0
177272,B,29,2,F,Married,9,342,0
180084,B,21,2,M,Single,9,429,0
138566,A,0,2,M,Married,15,286,0
129758,B,13,2,F,Single,15,175,0
183133,B,27,2,M,Married,6,409,0
138702,A,3,2,F,Married,15,127,0
173269,B,20,2,M,Single,3,482,0
148089,B,36,2,F,Married,11,126,0
103673,C,44,2,F,Married,15,245,0
125776,A,1,2,F,Single,0,1281,1
103329,C,45,2,M,Married,4,349,0
153588,B,38,2,M,Single,7,423,0
147857,B,23,2,M,Married,4,701,1
108280,A,0,2,F,Single,11,408,0
178054,C,49,2,M,Single,11,172,0
199869,C,43,2,F,Single,0,435,0
114444,A,0,2,M,Single,12,643,1
166244,C,52,2,F,Married,9,220,0
178380,B,36,2,F,Single,14,134,0
148945,B,36,2,M,Single,8,510,1
140319,B,16,2,F,Married,1,488,0
186295,A,1,2,M,Single,14,707,1
196218,C,44,2,M,Single,8,518,1
109243,C,50,2,M,Married,11,165,0
170707,C,48,2,F,Married,12,68,0
188299,B,10,2,F,Married,2,554,1
144566,A,0,2,M,Single,8,702,1
153295,A,0,2,F,Married,6,477,0
141893,C,45,2,F,Single,4,580,1
139590,A,0,2,F,Married,11,394,0
188139,B,39,2,M,Married,8,385,0
175486,B,20,2,M,Married,2,518,1
131335,A,2,2,F,Married,9,484,0
192686,B,40,2,F,Single,1,481,0
114952,B,19,2,F,Married,10,317,0
132264,A,1,2,M,Single,10,555,1
153058,B,28,2,F,Single,1,593,1
129946,B,10,2,M,Single,5,630,1
175272,B,31,2,M,Single,9,422,0
159958,C,47,2,F,Married,1,64,0
134378,C,42,2,M,Single,3,579,1
181832,B,24,2,F,Single,10,424,0
182308,C,50,2,F,Single,15,21,0
109003,C,44,2,M,Married,9,134,0
143550,B,14,2,F,Married,11,251,0
109988,B,42,2,M,Married,6,373,0
115477,C,43,2,M,Single,12,164,0
167861,A,4,2,M,Married,2,651,1
148021,C,40,2,M,Single,7,231,0
178777,A,0,2,M,Married,11,303,0
139569,C,45,2,M,Married,8,276,0
157957,C,44,2,F,Married,4,59,0
159388,B,21,2,F,Married,5,479,0
156043,A,0,2,M,Single,14,509,1
196998,A,5,2,M,Single,11,676,1
127394,B,29,2,M,Married,14,162,0
125783,B,28,2,M,Married,3,526,1
199463,C,43,2,F,Single,5,237,0
160530,B,19,2,M,Single,1,533,1
100488,C,44,2,M,Single,3,116,0
161864,A,4,2,F,Single,14,484,0
167479,A,1,2,M,Single,12,764,1
197238,C,46,2,F,Single,0,106,0
177755,C,41,2,F,Single,13,25,0
154248,B,39,2,F,Married,2,565,1
139959,A,4,2,F,Single,7,398,0
161393,C,50,2,M,Single,12,183,0
132798,B,6,2,F,Single,7,388,0
144036,B,7,2,F,Married,9,315,0
197174,B,39,2,F,Single,13,357,0
133501,A,0,2,M,Married,8,446,0
199634,A,7,2,F,Single,12,304,0
156696,A,6,2,M,Married,11,502,1
135284,B,12,2,F,Married,4,401,0
180493,B,35,2,M,Single,10,470,0
127836,B,25,2,F,Married,1,643,1
104126,B,23,2,F,Married,13,279,0
100165,A,7,2,F,Single,12,349,0
178098,B,39,2,F,Single,5,657,1
117861,C,43,2,F,Single,5,672,1
121539,C,43,2,M,Single,3,725,1
184850,B,31,2,M,Single,13,295,0
159229,C,51,2,F,Single,5,281,0
134034,B,18,2,M,Married,12,167,0
106064,A,6,2,F,Single,7,485,0
178047,B,10,2,F,Single,5,441,0
172355,C,40,2,F,Married,6,36,0
178004,B,13,2,M,Single,3,735,1
132591,B,6,2,M,Single,12,171,0
178899,B,34,2,F,Single,14,328,0
123772,B,23,2,F,Single,1,477,0
177943,C,49,2,M,Married,14,170,0
143428,B,23,2,M,Single,6,429,0
101207,B,7,2,M,Married,14,223,0
171670,A,6,2,M,Married,6,484,0
130725,C,42,2,F,Single,13,209,0
114313,B,15,2,F,Single,6,442,0
166197,A,5,2,M,Single,11,561,1
123478,C,43,2,M,Single,3,59,0
182918,A,4,2,M,Single,11,706,1
120889,B,11,2,F,Married,7,327,0
158519,B,37,2,M,Married,5,455,0
199177,B,14,2,M,Married,7,385,0
141824,C,47,2,M,Single,9,48,0
111528,A,0,2,F,Married,13,259,0
149451,C,46,2,M,Single,11,48,0
145387,A,1,2,F,Married,15,247,0
151043,A,3,2,M,Single,14,629,1
181062,C,42,2,M,Married,10,330,0
169627,A,5,2,F,Single,10,528,1
104745,B,40,2,M,Single,2,918,1
133527,B,12,2,F,Single,15,271,0
126888,B,20,2,F,Married,14,242,0
186301,A,2,2,F,Single,9,496,0
189148,B,26,2,F,Married,5,601,1
183801,B,13,2,M,Married,7,367,0
121973,C,49,2,M,Single,2,233,0
187872,A,7,2,F,Married,15,200,0
159108,B,37,2,F,Single,13,434,0
196292,B,19,2,F,Single,8,396,0
112761,B,30,2,M,Single,14,328,0
182354,B,13,2,M,Married,3,576,1
159450,B,34,2,M,Single,6,505,1
122219,C,46,2,F,Married,10,244,0
198419,A,0,2,F,Married,10,397,0
180505,A,0,2,M,Single,14,809,1
127123,A,0,2,F,Single,4,783,1
113853,A,5,2,F,Single,9,626,1
185864,A,0,2,F,Single,13,452,0
131813,B,15,2,M,Single,13,279,0
189817,C,45,2,M,Single,12,225,0
185997,C,39,2,M,Married,2,277,0
170214,B,19,2,F,Single,9,484,0
167595,A,6,2,F,Married,14,241,0
188282,B,10,2,M,Single,0,670,1
196463,C,44,2,M,Married,12,132,0
164781,A,0,2,M,Single,6,1186,1
128864,C,53,2,M,Married,5,220,0
173353,B,33,2,F,Single,1,515,1
119429,B,9,2,F,Single,14,403,0
132904,A,2,2,F,Single,11,207,0
174936,B,16,2,M,Single,2,601,1
152174,C,45,2,F,Single,3,360,0
197762,B,19,2,M,Married,7,358,0
106374,C,48,2,M,Single,5,428,0
152632,C,42,2,M,Married,6,276,0
125622,A,0,2,M,Married,12,528,1
117263,A,1,2,M,Single,11,593,1
156341,C,46,2,F,Single,11,49,0
180874,C,40,2,F,Single,3,753,1
111659,B,29,2,M,Married,10,359,0
153370,C,45,2,F,Single,10,319,0
123092,C,41,2,M,Single,7,496,0
145873,A,5,2,M,Single,4,1954,1
138933,B,33,2,M,Single,7,458,0
170282,C,44,2,M,Married,12,214,0
134092,A,3,2,F,Single,14,316,0
117630,B,29,2,M,Married,6,378,0
195304,B,12,2,F,Married,15,307,0
126485,A,2,2,F,Married,13,301,0
174470,C,47,2,M,Married,15,28,0
114127,B,14,2,F,Single,9,361,0
144296,C,43,2,M,Married,10,274,0
167940,A,3,2,M,Married,8,519,1
183321,C,48,2,F,Married,14,40,0
176585,B,5,2,F,Married,2,561,1
126288,C,44,2,F,Single,8,177,0
155157,C,47,2,M,Married,9,239,0
125221,B,33,2,F,Married,6,357,0
183777,C,41,2,F,Married,7,157,0
105878,B,21,2,M,Single,10,426,0
118035,A,0,2,M,Single,0,1486,1
113400,A,2,2,F,Married,10,283,0
120162,A,7,2,F,Single,6,809,1
105991,B,22,2,M,Single,1,674,1
188865,C,43,2,F,Married,10,189,0
177367,C,52,2,M,Single,2,578,1
173974,A,1,2,M,Married,7,419,0
159455,C,42,2,F,Single,8,374,0
133054,B,19,2,M,Married,9,310,0
121838,A,0,2,M,Single,12,470,0
172641,A,2,2,F,Married,12,363,0
192592,C,50,2,M,Single,2,454,0
165820,C,49,2,F,Single,13,111,0
198479,C,46,2,F,Married,3,244,0
142980,C,40,2,F,Married,11,167,0
149229,B,7,2,F,Single,10,483,0
157484,C,45,2,M,Single,8,80,0
171234,A,3,2,M,Married,10,578,1
141347,B,40,2,M,Married,4,433,0
171870,B,30,2,F,Single,3,720,1
195633,B,29,2,M,Married,10,383,0
113183,B,28,2,F,Single,12,165,0
134141,C,48,2,M,Married,13,33,0
130131,C,43,2,F,Single,12,166,0
160652,A,2,2,F,Single,15,354,0
150639,B,20,2,F,Single,13,365,0
103861,A,0,2,F,Single,6,490,0
133942,C,48,2,M,Married,12,247,0
174821,A,3,2,M,Married,12,295,0
196176,C,43,2,F,Married,3,90,0
197523,B,11,2,F,Married,4,431,0
158147,B,8,2,M,Married,0,408,0
162527,C,41,2,F,Single,11,46,0
102500,C,45,2,M,Married,6,128,0
110549,B,24,2,M,Single,6,484,0
168842,A,3,2,F,Married,11,141,0
171373,A,0,2,F,Single,14,385,0
168830,B,41,2,F,Single,15,412,0
171270,C,51,2,F,Single,15,74,0
121349,A,0,2,F,Married,15,97,0
193810,B,9,2,M,Married,7,364,0
176644,B,16,2,M,Married,11,234,0
132995,A,6,2,F,Married,8,309,0
199468,A,0,2,F,Single,15,233,0
174635,C,39,2,F,Single,9,72,0
152355,C,49,2,M,Married,11,206,0
174375,A,6,2,F,Married,13,378,0
186381,B,41,2,F,Single,10,432,0
104822,C,45,2,M,Married,2,56,0
198857,B,36,2,F,Single,7,412,0
138744,C,46,2,M,Single,3,217,0
163333,A,0,2,F,Married,5,676,1
161533,B,23,2,M,Single,10,464,0
158380,A,0,2,M,Single,11,478,0
110805,A,4,2,F,Single,13,196,0
183719,C,44,2,M,Single,2,117,0
172624,A,6,2,M,Single,11,631,1
108538,C,45,2,M,Single,9,39,0
109261,B,35,2,F,Married,1,505,1
170443,B,27,2,F,Single,10,439,0
115433,C,46,2,F,Married,9,55,0
119000,A,6,2,M,Single,12,1030,1
185797,B,32,2,M,Single,14,262,0
178900,C,39,2,M,Married,6,185,0
192164,C,50,2,F,Single,15,337,0
146211,A,0,2,F,Single,13,344,0
168982,C,46,2,F,Single,9,299,0
163258,B,13,2,M,Single,12,407,0
172894,B,21,2,M,Married,12,190,0
113334,B,36,2,M,Married,3,679,1
180117,B,31,2,F,Married,15,354,0
183211,C,44,2,M,Single,13,187,0
143596,A,0,2,M,Married,14,265,0
146318,B,22,2,F,Married,5,531,1
100762,A,0,2,F,Single,14,604,1
150702,A,3,2,M,Single,2,965,1
198230,A,1,2,M,Single,13,382,0
165496,B,9,2,M,Married,9,382,0
160562,A,8,2,M,Married,14,225,0
181395,B,38,2,F,Single,14,168,0
155862,A,3,2,F,Married,15,321,0
136031,B,29,2,F,Single,7,384,0
128068,C,40,2,M,Married,0,49,0
199655,C,43,2,M,Single,10,377,0
194432,B,17,2,F,Married,10,287,0
166422,A,6,2,F,Married,14,318,0
107793,A,4,2,M,Married,12,212,0
117228,B,30,2,M,Married,3,430,0
155076,C,46,2,M,Single,4,148,0
173739,B,12,2,M,Single,12,434,0
158716,B,33,2,F,Married,9,297,0
167148,B,24,2,M,Single,8,424,0
122220,B,30,2,F,Married,13,162,0
164526,C,47,2,M,Single,1,259,0
121135,A,6,2,M,Married,11,452,0
107756,B,34,2,F,Married,10,328,0
114318,B,9,2,F,Single,10,429,0
166606,B,18,2,M,Married,13,344,0
169966,C,49,2,M,Single,0,229,0
144197,A,4,2,F,Single,12,608,1
197473,C,48,2,M,Married,9,208,0
131890,A,5,2,F,Married,15,486,0
180388,C,45,2,M,Married,2,697,1
112036,B,24,2,M,Single,5,697,1
132126,C,42,2,F,Single,11,405,0
141243,C,46,2,F,Married,13,187,0
167838,B,20,2,M,Single,12,496,0
198734,B,7,2,M,Married,1,456,0
143791,B,8,2,M,Single,9,400,0
125378,B,35,2,F,Single,1,599,1
100314,C,52,2,F,Single,0,459,0
109978,B,10,2,M,Single,3,738,1
123980,C,50,2,F,Married,3,267,0
114057,C,41,2,F,Single,12,85,0
162791,B,29,2,M,Married,6,353,0
116963,B,8,2,M,Married,13,177,0
130883,B,10,2,M,Single,10,475,0
167663,B,14,2,F,Married,0,336,0
180458,B,29,2,M,Single,0,735,1
123835,C,43,2,F,Single,10,303,0
190213,C,43,2,F,Single,7,118,0
163464,C,49,2,M,Single,6,364,0
139432,B,30,2,M,Single,14,309,0
179961,B,19,2,M,Single,10,384,0
100964,C,43,2,M,Married,3,205,0
140358,B,6,2,F,Married,9,319,0
193738,B,18,2,F,Single,10,398,0
145898,A,5,2,M,Single,9,1162,1
141789,C,47,2,M,Married,4,245,0
126905,B,23,2,M,Married,10,390,0
140706,A,3,2,F,Married,12,309,0
177258,C,48,2,F,Single,0,48,0
119105,A,1,2,F,Single,2,456,0
145569,A,8,2,F,Single,15,289,0
102417,B,40,2,F,Single,4,560,1
155650,A,7,2,F,Married,14,143,0
146560,A,1,2,F,Married,15,342,0
186978,C,49,2,M,Married,11,79,0
145174,A,3,2,F,Single,14,300,0
162178,C,43,2,F,Married,10,143,0
111462,A,0,2,M,Married,11,428,0
168371,B,38,2,F,Single,9,442,0
121846,A,0,2,M,Married,9,458,0
185490,C,40,2,F,Married,1,57,0
175548,B,25,2,M,Married,8,364,0
197031,A,0,2,M,Single,2,2852,1
162343,B,33,2,M,Single,10,354,0
151530,A,3,2,F,Married,15,463,0
184774,B,34,2,M,Single,1,665,1
114288,B,15,2,M,Married,11,201,0
124517,C,43,2,F,Single,6,56,0
103406,C,40,2,M,Single,11,40,0
102131,A,5,2,F,Married,11,297,0
185601,B,9,2,F,Married,6,294,0
151502,A,1,2,F,Single,12,675,1
114256,B,31,2,F,Single,15,208,0
124538,B,25,2,F,Single,8,378,0
128749,B,35,2,M,Single,14,336,0
115338,A,0,2,F,Married,12,180,0
122612,B,21,2,F,Married,6,388,0
123534,B,37,2,F,Married,12,300,0
162062,A,2,2,F,Married,12,234,0
191683,C,45,2,F,Single,8,102,0
189365,A,0,2,M,Married,11,206,0
117579,C,51,2,M,Married,11,161,0
187556,A,4,2,F,Single,0,977,1
181352,C,45,2,F,Single,13,125,0
182618,A,2,2,F,Single,10,476,0
166143,B,38,2,F,Single,15,286,0
154520,B,31,2,M,Single,11,452,0
198415,A,0,2,F,Married,9,459,0
135755,A,5,2,M,Single,13,452,0
158455,B,40,2,F,Single,15,185,0
109552,B,38,2,F,Single,11,174,0
139408,B,16,2,M,Married,8,344,0
187888,C,49,2,M,Married,10,43,0
131564,B,26,2,F,Single,8,486,0
117928,C,43,2,M,Married,2,329,0
168139,C,47,2,F,Single,8,40,0
162882,C,49,2,F,Married,13,87,0
135521,A,3,2,M,Single,15,777,1
169359,B,42,2,F,Single,15,299,0
166636,C,41,2,F,Married,4,180,0
178344,A,4,2,F,Married,8,371,0
125993,A,5,2,F,Married,6,499,0
164643,A,1,2,M,Married,6,723,1
116924,A,3,2,F,Married,15,255,0
140190,C,50,2,F,Married,12,166,0
166740,C,50,2,M,Single,9,84,0
147339,B,6,2,M,Married,12,210,0
111895,C,45,2,F,Married,4,100,0
166320,A,0,2,F,Married,15,243,0
121875,A,3,2,F,Single,15,800,1
131875,C,51,2,F,Married,13,44,0
183300,A,0,2,M,Single,15,537,1
164609,A,3,2,F,Single,9,531,1
171180,C,43,2,M,Single,11,318,0
191403,B,26,2,M,Married,1,682,1
147979,C,50,2,M,Married,7,219,0
195840,A,4,2,F,Single,13,613,1
195316,B,10,2,F,Single,9,405,0
178435,B,39,2,F,Single,0,738,1
144323,C,43,2,F,Married,6,52,0
142016,B,29,2,F,Single,8,458,0
184650,A,1,2,F,Single,12,488,0
175578,B,33,2,M,Married,8,401,0
178118,A,0,2,M,Single,13,1122,1
123026,A,2,2,M,Single,11,632,1
191531,A,4,2,F,Single,14,519,1
126702,B,7,2,F,Married,14,154,0
116479,B,19,2,M,Married,7,321,0
175296,C,49,2,M,Single,0,278,0
198531,A,7,2,M,Married,6,497,0
152328,A,6,2,M,Single,15,1070,1
115950,A,2,2,M,Married,13,513,1
115502,B,21,2,F,Married,5,585,1
155716,C,46,2,M,Single,13,45,0
189221,A,3,2,M,Married,14,481,0
117693,B,35,2,M,Married,8,375,0
111573,B,33,2,M,Single,6,435,0
174138,C,52,2,M,Married,11,93,0
182192,B,14,2,F,Married,6,277,0
135019,B,34,2,F,Single,1,450,0
190955,A,0,2,M,Single,6,1163,1
127700,A,0,2,F,Single,14,440,0
162448,C,46,2,M,Married,13,94,0
158856,A,4,2,M,Married,13,266,0
181773,A,3,2,M,Married,11,412,0
117071,C,47,2,M,Married,4,442,0
110638,B,35,2,F,Married,6,346,0
129110,C,46,2,M,Single,14,215,0
137782,C,42,2,M,Single,14,192,0
111486,B,36,2,M,Single,15,180,0
167501,A,6,2,F,Single,10,599,1
167724,C,46,2,F,Married,11,148,0
152388,B,24,2,M,Married,2,631,1
128658,B,16,2,M,Married,5,495,0
195918,C,44,2,F,Married,15,186,0
186176,A,1,2,F,Married,6,315,0
138535,B,12,2,F,Single,12,324,0
107329,A,0,2,M,Single,9,632,1
195933,B,6,2,M,Married,5,415,0
137187,A,6,2,F,Married,5,707,1
152438,A,2,2,M,Married,10,527,1
164317,C,44,2,F,Married,7,44,0
102573,C,49,2,M,Married,2,137,0
138412,B,32,2,M,Married,5,434,0
110383,A,0,2,F,Single,14,580,1
114054,B,36,2,F,Single,6,449,0
172531,C,45,2,M,Married,10,106,0
113806,B,25,2,F,Married,5,566,1
127360,A,0,2,M,Single,8,1034,1
113507,B,26,2,F,Married,11,199,0
180267,A,2,2,M,Single,7,855,1
190025,B,5,2,M,Married,5,572,1
121790,C,51,2,F,Married,4,157,0
140480,B,19,2,M,Single,10,497,0
138650,B,8,2,F,Single,5,465,0
141826,A,4,2,F,Single,13,246,0
133860,B,8,2,F,Married,10,316,0
124845,C,49,2,M,Single,7,175,0
178969,B,12,2,M,Married,7,399,0
195536,C,47,2,F,Married,10,303,0
149456,A,0,2,M,Single,13,971,1
170007,B,26,2,M,Single,3,774,1
100347,C,42,2,M,Single,1,243,0
112376,B,10,2,F,Single,11,131,0
148334,C,45,2,M,Married,3,149,0
116042,B,23,2,M,Single,9,452,0
176476,B,37,2,F,Single,10,421,0
165997,B,29,2,F,Married,10,287,0
123905,B,9,2,M,Single,4,644,1
101197,C,43,2,M,Married,1,451,0
195792,C,49,2,F,Single,6,155,0
104918,C,42,2,M,Single,10,60,0
175888,C,52,2,F,Single,15,19,0
194414,B,29,2,F,Married,9,332,0
187857,A,0,2,M,Married,12,360,0
140087,A,4,2,M,Married,15,369,0
186860,C,50,2,M,Married,12,65,0
108781,C,45,2,F,Married,7,62,0
104625,A,1,2,M,Married,14,684,1
192092,B,37,2,F,Single,2,711,1
174263,B,40,2,F,Single,11,296,0
166154,A,0,2,M,Single,13,568,1
191048,A,0,2,M,Married,10,791,1
183441,C,47,2,F,Single,8,128,0
130393,A,6,2,F,Married,11,267,0
138513,B,23,2,M,Single,9,391,0
170802,A,6,2,F,Single,7,660,1
137714,A,0,2,F,Married,6,327,0
120100,C,52,2,M,Married,10,149,0
109611,A,3,2,M,Married,11,259,0
161935,C,51,2,M,Single,5,460,0
184211,A,6,2,M,Single,11,531,1
134424,C,49,2,M,Married,9,291,0
115228,A,1,2,M,Single,6,1178,1
143893,C,48,2,F,Single,14,93,0
196594,A,3,2,F,Married,10,303,0
158443,A,2,2,F,Married,11,165,0
122992,A,1,2,F,Married,13,138,0
109146,C,45,2,F,Single,2,380,0
163733,B,14,2,F,Married,2,592,1
183668,A,0,2,F,Married,15,144,0
178555,B,8,2,M,Married,3,625,1
162281,B,13,2,F,Single,12,383,0
152263,B,8,2,F,Married,3,471,0
122371,B,28,2,M,Married,6,379,0
184387,B,18,2,F,Married,1,545,1
163112,A,0,2,M,Single,15,461,0
112204,A,0,2,M,Married,7,393,0
143203,C,42,2,F,Married,8,259,0
120016,B,22,2,M,Married,12,377,0
154547,B,38,2,F,Single,10,365,0
118693,C,47,2,M,Single,4,376,0
189835,B,35,2,M,Single,12,183,0
174564,C,42,2,F,Single,7,305,0
136810,B,26,2,M,Married,5,672,1
123163,B,31,2,M,Married,2,411,0
175415,C,43,2,M,Married,7,191,0
162415,B,34,2,F,Single,8,389,0
130233,C,41,2,M,Married,11,216,0
139321,A,6,2,M,Single,2,1223,1
191089,B,22,2,M,Single,0,644,1
166875,B,18,2,M,Single,7,511,1
132757,A,0,2,F,Married,15,256,0
188822,A,2,2,F,Single,11,651,1
103279,A,6,2,F,Married,1,267,0
176651,B,36,2,M,Married,11,304,0
177744,B,15,2,M,Married,6,385,0
101259,A,0,2,M,Single,13,401,0
115716,B,22,2,M,Single,5,841,1
126039,B,31,2,M,Married,7,367,0
118427,B,16,2,M,Single,12,219,0
122535,B,11,2,M,Single,13,305,0
147708,B,5,2,F,Married,13,200,0
103890,A,3,2,M,Single,11,455,0
110136,B,20,2,M,Single,15,302,0
164286,B,22,2,F,Single,6,444,0
190605,B,31,2,F,Married,1,398,0
186586,B,8,2,M,Single,12,306,0
157068,B,9,2,F,Married,12,193,0
193707,C,52,2,M,Single,7,94,0
187144,C,44,2,M,Single,11,267,0
150886,C,45,2,M,Married,9,244,0
126656,A,0,2,M,Married,15,530,1
151482,B,29,2,M,Married,12,167,0
190310,B,34,2,F,Married,4,513,1
101662,A,6,2,F,Married,14,171,0
176844,B,32,2,F,Single,1,623,1
185061,A,0,2,F,Single,15,689,1
131837,A,4,2,F,Married,15,173,0
158708,C,51,2,M,Single,9,408,0
110939,B,18,2,M,Single,13,267,0
101186,C,43,2,M,Single,6,307,0
131721,C,44,2,M,Single,9,64,0
128584,A,2,2,M,Single,13,505,1
169874,C,43,2,F,Married,0,304,0
153121,A,7,2,F,Single,9,572,1
126573,B,20,2,F,Married,10,315,0
126689,B,33,2,M,Married,8,351,0
152967,C,42,2,F,Married,1,53,0
